timestamp_day,cycle_id,step_in_cycle,RUL_hr,vibration_rms_mm_s,temperature_c,pressure_bar,failure_mode,failure,operating_state,active_failure_mode,ambient_temperature_c,humidity_percent,wind_speed_m_s,rain_intensity_mm_h,ambient_pressure_bar
125,23,176,79.5,1.986139045,67.31169733,9.868586751,N/A,0,healthy,,32.46056148,73.22779285,1.579870532,0,1.006039897
126,23,224,55.5,2.068038635,66.92341611,9.696141788,N/A,0,healthy,,32.71312827,72.64806359,2.39291491,0,0.993915576
127,23,273,31.5,2.008669763,70.29255111,9.601715591,N/A,0,healthy,,32.86118498,72.3789401,3.616768401,0,0.984138
128,23,321,7.5,2.689556322,70.96432487,9.244008444,N/A,0,healthy,,33.07811233,72.13784015,4.371572251,0,0.980119714
129,24,19,0.5,3.085499512,70.46257597,8.873528543,N/A,0,healthy,,32.98516324,74.76499035,4.011680162,0,0.983989492
130,24,67,125.5,2.441051118,68.49112043,9.767693936,N/A,0,healthy,,32.80962897,72.48200599,2.942694945,0,0.993548471
131,24,117,101.5,3.211278597,72.08506923,10.04522858,N/A,0,healthy,,32.43046667,73.09223119,1.92306875,0,1.005626323
132,24,165,77.5,2.938932995,71.45856269,9.39016139,N/A,0,healthy,,31.88206686,76.34040349,1.490015382,0,1.015241518
133,24,204,53.5,3.843422662,72.73768636,9.849901454,N/A,0,healthy,,31.43567823,73.44914978,2.51393802,0,1.019891481
134,24,273,29.5,2.984591678,69.95290615,9.813800959,N/A,0,healthy,,30.74233481,74.47487596,3.841802034,0,1.016106137
135,24,308,5.5,4.681572034,72.29784514,9.654929976,N/A,0,healthy,,30.17586793,73.58871368,4.324625777,0,1.00580536
136,25,24,0.5,3.171476231,73.03709173,9.934707582,N/A,0,healthy,,29.65036434,76.02005524,4.209943691,0,0.993870184
137,25,73,111.5,1.711507831,59.98811785,7.871424474,N/A,0,healthy,,28.94306979,75.97275266,3.126685968,0,0.984026109
138,25,120,87.5,2.77987369,72.05389469,9.483510995,N/A,0,healthy,,28.51347428,77.69664842,1.894750193,0,0.980044486
139,25,169,63.5,2.399396026,72.07569409,9.616829024,N/A,0,healthy,,28.12466804,76.45609281,1.662900972,0,0.984247229
140,25,217,39.5,2.456491422,70.82324247,9.097010652,N/A,0,healthy,,27.67361367,76.26056126,2.413291638,0,0.993716332
141,25,263,15.5,3.073790494,74.69758016,9.054795998,N/A,0,healthy,,27.37460504,76.53155199,3.652768335,0,1.005656727
142,26,3,0.5,2.50626516,70.45300177,8.54520709,N/A,0,healthy,,27.07092333,76.65857333,4.432096887,0,1.015849262
143,26,51,59.5,2.812935083,68.52239626,9.894005771,N/A,0,healthy,,27.12669451,76.10636401,4.19827701,0,1.019659432
144,26,100,35.5,3.354593929,70.77280887,9.948598548,N/A,0,healthy,,27.29591687,77.57925219,3.202672693,0,1.016197839
145,26,149,11.5,4.783938552,70.31667251,10.07787826,N/A,0,healthy,,27.42063982,76.72234583,1.883331676,0,1.006774365
146,27,13,0.5,3.142874903,65.70728305,10.20865584,N/A,0,healthy,,27.54824856,77.3956617,1.638092657,0,0.993845161
147,27,61,84.5,2.686219293,70.79749021,10.86486908,N/A,0,healthy,,28.01709543,77.01352373,2.341419849,0,0.984402352
148,27,107,60.5,3.148557483,70.08586407,10.25988535,N/A,0,healthy,,28.32356882,77.27594948,3.523274369,0,0.979998002
149,27,155,36.5,3.093246252,68.54446829,10.4524837,N/A,0,healthy,,29.14413821,74.44271134,4.527436124,0,0.984309514
150,27,204,12.5,3.562684181,71.74790331,10.58909571,N/A,0,healthy,,29.63412171,75.5424242,4.163380367,0,0.994152086
151,28,10,0.5,4.09588987,75.78844879,10.53647173,N/A,0,healthy,,30.39354473,73.84151822,3.02105766,0,1.006410248
152,28,59,40,2.373209976,71.09768876,9.004813382,N/A,0,healthy,,30.94356453,74.90661349,2.093105191,0,1.015894529
153,28,105,16,3.797868853,72.05678417,10.30167087,N/A,0,healthy,,31.39535654,73.85152236,1.540539853,0,1.019598021
154,29,3,0.5,4.719425126,70.83501653,10.18541056,N/A,0,healthy,,31.98635697,73.49168449,2.541959813,0,1.015837454
155,29,50,55.5,2.691975095,69.97000351,10.46037109,N/A,0,healthy,,32.32406816,75.00169982,3.543988655,0,1.006525515
156,29,99,31.5,3.607870187,71.7988449,10.23053109,N/A,0,healthy,,32.51706285,73.51798877,4.66986729,0,0.993783966
157,29,146,7.5,3.619683992,67.85853273,10.2011746,N/A,0,healthy,,33.02196147,72.96717543,4.235156722,0,0.984034122
158,30,21,0.5,4.833546469,74.15352147,9.963573395,N/A,0,healthy,,33.01906806,73.54334526,3.011704615,0,0.980215767
159,30,60,103.5,2.515438403,69.22153922,10.08335055,N/A,0,healthy,,32.76858655,74.54600588,1.974049763,0,0.98351809
160,30,129,79.5,3.34445385,63.75688835,9.838769404,N/A,0,healthy,,32.89872697,74.22274893,1.532350559,0,0.994106353
161,30,164,55.5,3.091891162,68.49513722,10.25389572,N/A,0,healthy,,32.41546356,73.3130788,2.435131615,0,1.0056701
162,30,212,31.5,4.247296554,71.61256466,10.49808301,N/A,0,healthy,,32.24779233,73.81991057,3.694705923,0,1.015902789
163,30,261,7.5,4.962751363,74.88173019,10.64408725,N/A,0,healthy,,31.33340137,74.91020858,4.649042186,0,1.019614424
164,31,20,0.5,3.335547504,63.54412328,10.47482326,N/A,0,healthy,,30.75831368,75.12331085,4.091211746,0,1.015820789
165,31,69,110,2.807477328,70.77431049,10.76366115,N/A,0,healthy,,30.36320964,75.59860243,3.208778261,0,1.006005191
166,31,117,86,3.476580749,73.08386524,10.315,N/A,0,healthy,,29.70345558,76.76179698,1.965258387,0,0.99442925
167,31,163,62,2.85728337,73.79483795,10.6907589,N/A,0,healthy,,29.00438336,76.20590416,1.555339227,0,0.984189875
168,31,211,38,3.035142012,74.17077574,10.38124624,N/A,0,healthy,,28.43470998,75.67058392,2.409737625,0,0.980121982
169,31,259,14,4.210705736,74.74208147,10.57719076,N/A,0,healthy,,28.20482942,76.00603755,3.591331109,0,0.983453909
170,32,7,0.5,2.900094997,66.75132466,8.958869425,N/A,0,healthy,,27.59829718,75.73310979,4.404336102,0,0.993452939
171,32,56,140,2.688627352,66.51729492,9.983827913,N/A,0,healthy,,27.14218657,77.03575682,4.20018481,0,1.006303759
172,32,104,116,3.170733768,71.24573146,10.35818207,N/A,0,healthy,,27.03401994,77.25146219,2.903586298,0,1.015695765
173,32,152,92,3.443375343,72.52292836,10.50060982,N/A,0,healthy,,27.01143003,77.23090046,2.064193185,0,1.019855881
174,32,198,68,3.688069044,73.13391986,10.19741519,N/A,0,healthy,,27.29834026,77.44233884,1.564756183,0,1.015815544
175,32,246,44,3.841828406,68.78506973,10.34692276,N/A,0,healthy,,27.20942208,76.33157209,2.358841779,0,1.006267617
176,32,295,20,4.670264569,77.1621338,10.09823605,N/A,0,healthy,,27.54828529,76.56663759,3.47789405,0,0.994096857
177,32,343,0.5,5.133789033,75.98566172,10.36569131,N/A,0,healthy,,27.94415086,76.45237584,4.196370062,0,0.983963323
178,33,44,77.5,2.936546857,61.72306118,9.969284688,N/A,0,healthy,,28.48739355,75.73656088,4.16785327,0,0.980283583
179,33,90,53.5,3.281166718,66.54895318,10.01194792,N/A,0,healthy,,29.14165404,75.1442022,2.991829031,0.493494394,0.984119198
180,33,139,29.5,3.57988142,72.24646084,10.49987276,N/A,0,healthy,,29.63525154,74.94581926,1.852573566,0,0.994023278
181,33,187,5.5,4.539443098,69.92300464,9.878387685,N/A,0,healthy,,30.3449902,74.2830636,1.548499462,1.04739822,1.005608782
182,34,24,0.5,3.451164893,63.57983922,9.947095328,N/A,0,healthy,,30.86488387,74.39595855,2.302902036,0,1.016014168
183,34,72,68,2.749049315,65.32256832,9.060024335,N/A,0,healthy,,31.37263253,74.114882,3.472843952,0,1.019345739
184,34,121,44,2.662119286,59.52602349,8.94788855,N/A,0,healthy,,31.98864679,74.24255822,4.553594881,0,1.015696206
185,34,169,20,3.955179622,68.66374954,10.35677441,N/A,0,healthy,,32.29577261,74.31955934,4.161214105,0,1.006313454
186,34,217,0.5,4.635507101,67.52871775,10.25695783,N/A,0,healthy,,32.68681877,75.09057226,2.951214306,0,0.994288826
187,35,42,93,2.925434993,66.06787769,10.43828623,N/A,0,healthy,,32.79629687,73.14435187,1.841128186,0,0.984469602
188,35,90,69,3.173479578,71.92536071,9.078991929,N/A,0,healthy,,33.03683688,74.33026609,1.592528218,0,0.980181343
189,35,139,45,2.165402774,60.11999376,8.116408482,N/A,0,healthy,,32.89754469,73.41992494,2.172866706,0,0.98433274
190,35,187,21,3.989210613,75.92937806,9.552197519,N/A,0,healthy,,32.80162729,74.51283794,3.525238263,0,0.994311309
191,35,236,0.5,2.831124824,64.83285615,8.804670221,N/A,0,healthy,,32.60223556,74.65361453,4.399393257,0,1.005884027
192,36,40,64,1.970901107,65.96684241,8.977180253,N/A,0,healthy,,32.21972905,73.59494977,4.20999004,0,1.015937327
193,36,89,40,2.620549155,69.81416881,9.204283539,N/A,0,healthy,,31.51663632,74.90390278,3.084386354,0,1.019295049
194,36,136,16,2.518849697,68.09372014,8.358816759,N/A,0,healthy,,30.92245648,73.15279169,1.817485221,0,1.015520428
195,37,3,0.5,3.034151726,70.42466955,10.10413654,N/A,0,healthy,,30.44555856,74.18003855,1.531257135,0,1.005865207
196,37,50,53,2.608804064,69.16067822,10.06595169,N/A,0,healthy,,29.73839489,73.69672092,2.389020662,0,0.993935026
197,37,98,29,2.412947298,67.89323417,10.04476156,N/A,0,healthy,,29.08985573,75.68395237,3.747036869,0,0.984153726
198,37,146,5,4.913661257,73.71290161,10.20960208,N/A,0,healthy,,28.61525662,75.70504852,4.145175093,0,0.980353822
199,38,25,0.5,3.082586505,69.63293969,9.968727194,N/A,0,healthy,,28.08029797,76.3459515,4.210307832,0,0.98387329
200,38,72,78.5,2.400547813,65.53899368,9.892454906,N/A,0,healthy,,27.73687825,77.3111088,3.04677139,0,0.99314571
201,38,120,54.5,2.34781311,69.859243,9.07440729,N/A,0,healthy,,27.33649982,77.72822383,1.783888103,0,1.006444757
202,38,169,30.5,2.299874076,70.41715711,9.249030693,N/A,0,healthy,,27.12187722,77.75707486,1.555272748,0,1.015039239
203,38,216,6.5,2.597614393,67.93486108,8.905319504,N/A,0,healthy,,26.9066059,77.47314801,2.344565366,0,1.019349609
204,39,21,0.5,2.30830999,68.82264235,10.6000768,N/A,0,healthy,,27.10440822,76.58170754,3.553269439,0,1.016026287
205,39,70,53.5,2.111318031,59.38731809,8.448342505,N/A,0,healthy,,27.38659637,76.46319541,4.456139674,0.432004896,1.006367752
206,39,118,29.5,3.799680662,74.12505947,10.35615906,N/A,0,healthy,,27.39552805,76.70371622,4.13859966,0,0.994265181
207,39,165,5.5,3.090655148,62.14959514,8.409166084,N/A,0,healthy,,28.05683201,76.59084183,2.964665339,0,0.984163166
208,40,23,0.5,3.316708887,66.47276598,10.2062971,N/A,0,healthy,,28.49874834,76.78262878,1.932838527,0,0.979742782
209,40,73,100,2.50746044,73.08827722,10.16222404,N/A,0,healthy,,29.06130931,74.63192323,1.490472704,0,0.983389614
210,40,121,76,3.264042143,72.22865204,9.727359295,N/A,0,healthy,,29.62916192,75.28683143,2.324981316,0.399762855,0.99348644
211,40,168,52,3.415547655,70.10299884,10.4347095,N/A,0,healthy,,30.24450017,73.15713271,3.511732828,0,1.006176137
212,40,216,28,3.505121965,68.958371,10.05190235,N/A,0,healthy,,30.92206656,74.59304897,4.729354575,1.679393937,1.015491749
213,40,264,4,4.146916794,69.11781174,9.992045247,N/A,0,healthy,,31.3637872,74.41776268,4.281125014,0,1.019517233
